Name,RankingPosition,PriceLevel,Type,Rating,Address,Latitude,Longitude,NumberOfReviews,Suburb
Blue Chillies,16,$$ - $$$,restaurant,4.5,"182 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.8020795,144.9780303,145,Fitzroy
Caffe e Torta,232,$$ - $$$,restaurant,4,"314 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8149057,144.964228,289,Melbourne
Gimlet At Cavendish House,208,$$$$,restaurant,4.5,"33 Russell St, Melbourne, Victoria 3000 Australia",-37.8150205,144.9689304,104,Melbourne
Pascale Bar & Grill,284,$$$$,restaurant,4.5,"133 Russell St Level 1, Melbourne, Victoria 3000 Australia",-37.8133398,144.9681516,161,Melbourne
Spice Temple,200,$$$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St Crown Complex, Southbank, Melbourne, Victoria 3006 Australia",-37.8238012,144.9598397,1311,Southbank
Ludlow Bar & Dining Room,322,$$ - $$$,restaurant,3.5,"6 Riverside Qy, Melbourne, Victoria 3006 Australia",-37.8208141,144.9639348,702,Southbank
Sunda,253,$$ - $$$,restaurant,4.5,"18 Punch lane, Melbourne, Victoria 3000 Australia",-37.8104499,144.9710999,111,Melbourne
The General Assembly,273,$$ - $$$,restaurant,4,"29 South Wharf Prom, Melbourne, Victoria 3006 Australia",-37.8242474,144.9519999,269,South Wharf
Shoya,310,$$$$,restaurant,4,"25 Market Lane, Melbourne, Victoria 3000 Australia",-37.811732,144.9691095,216,Melbourne
Pilgrim Bar,325,$$ - $$$,restaurant,4,"Vaults 15-19 Federation Wharf Federation Square, Melbourne, Victoria 3000 Australia",-37.8188223,144.969793,175,Melbourne
White Mojo Speciality Coffee & Roaster,318,$$ - $$$,restaurant,4,"115 Hardware St, Melbourne, Victoria 3000 Australia",-37.8121461,144.9605243,203,Melbourne
Dip In Cafe,314,$$ - $$$,restaurant,4.5,"20-22 McKillop St, Melbourne, Victoria 3000 Australia",-37.815111,144.9618289,100,Melbourne
Laurent Bakery,311,$$ - $$$,restaurant,4,"306 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8147333,144.9644018,352,Melbourne
One Eleven,313,$$$$,restaurant,4,"111 Spring Street The Hotel Windsor, Melbourne, Victoria 3000 Australia",-37.812125,144.9729651,175,Melbourne
Mister and Miss Cafe,1,$$ - $$$,restaurant,4,"Mont Albert Victoria 711-713 Whitehorse Rd, Mont Albert, Whitehorse, Victoria 3127 Australia",-37.815616,145.105808,199,Mont Albert
Steer Dining Room,298,$$ - $$$,restaurant,4.5,"15 Claremont St, Melbourne, Victoria 3141 Australia",-37.8375986,144.9936642,76,South Yarra
Cafe Segovia,308,$$ - $$$,restaurant,4,"33 Block Place, Melbourne, Victoria 3000 Australia",-37.8152846,144.9643357,297,Melbourne
Hopscotch,288,$$ - $$$,restaurant,3.5,"Ground Floor, 4 Riverside Quay Southbank, Melbourne, Victoria 3006 Australia",-37.8208918,144.9633777,589,Southbank
Walkers Doughnuts,324,$,restaurant,4.5,"26/2 Elizabeth St, Melbourne, Victoria 3000 Australia",-37.817872,144.9651205,127,Melbourne
Saint Crispin,4,$$$$,restaurant,4,"300 Smith St, Collingwood, Yarra, Victoria 3066 Australia",-37.8002354,144.9842903,332,Collingwood
Nevsky Russian Restaurant,1,$$ - $$$,restaurant,4.5,"476 Glen Huntly Rd, Elsternwick, Glen Eira, Victoria 3185 Australia",-37.8853675,145.0077779,160,Elsternwick
Marios Cafe,19,$$ - $$$,restaurant,4,"303 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.7979472,144.9783158,225,Fitzroy
Tim Ho Wan,323,$$ - $$$,restaurant,4,"206 Bourke St, Melbourne, Victoria 3000 Australia",-37.8126527,144.9669486,361,Melbourne
Rosetta,224,$$$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St Crown Complex, Melbourne, Victoria 3006 Australia",-37.8235301,144.9580953,996,Southbank
Chez Olivier,1,$$ - $$$,restaurant,4.5,"268 Toorak Rd, South Yarra, Victoria 3141 Australia",-37.8397261,144.9962375,356,South Yarra
Le Bon Ton,3,$$ - $$$,restaurant,4,"51 Gipps St, Collingwood, Yarra, Victoria 3066 Australia",-37.8048183,144.9885608,306,Collingwood
Boosa,2,$$ - $$$,restaurant,4.5,"716 Centre Rd, Bentleigh, Glen Eira, Victoria 3165 Australia",-37.9212107,145.0579728,97,Bentleigh East
Da Noi,270,$$$$,restaurant,4,"95 Toorak Rd South Yarra, Melbourne, Victoria 3141 Australia",-37.8385804,144.9896578,274,South Yarra
Bibelot,293,$$ - $$$,restaurant,4.5,"285-287 Coventry St, Melbourne, Victoria 3205 Australia",-37.8326873,144.9582451,80,South Melbourne
White Rabbit,3,$$ - $$$,restaurant,4,"118 Church St, Brighton, Bayside, Victoria 3186 Australia",-37.9153913,144.9958342,246,Brighton
Oriental Tea House,255,$$ - $$$,restaurant,4,"378 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8155739,144.9620832,221,Melbourne
Lindt Chocolate Cafe Southgate Melbourne,282,$$ - $$$,restaurant,4,"Shop G09, 3 Southgate Avenue Southgate Retail Precinct, Melbourne, Victoria 3006 Australia",-37.8203199,144.9661527,208,Southbank
Fonda Mexican,349,$$ - $$$,restaurant,4,"31 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.8148147,144.9733165,312,Melbourne
Corner & Bench,346,$,restaurant,4.5,"408 Bourke St, Melbourne, Victoria 3000 Australia",-37.814514,144.961545,86,Melbourne
Fifteen Pounds Cafe,1,$$ - $$$,restaurant,4.5,"21 Railway Place, Fairfield, Yarra, Victoria 3078 Australia",-37.7795276,145.0171787,84,Fairfield
Saporito Cafe Bar & Grill,352,$$ - $$$,restaurant,4.5,"12-16 Kavanagh St, Melbourne, Victoria 3006 Australia",-37.8227778,144.9663889,71,Southbank
Pope Joan,354,$$ - $$$,restaurant,4,"45 Collins St, Melbourne, Victoria 3000 Australia",-37.8146251,144.9742631,170,Melbourne
The Hof Downtown,383,$$ - $$$,restaurant,4,"737 Bourke St Corner of Bourke and Village Street, Melbourne, Victoria 3008 Australia",-37.8194489,144.9491663,160,Docklands
Black Pearl Bar,338,$$ - $$$,restaurant,4.5,"304 Brunswick Street, Melbourne, Victoria Fitzroy Australia",-37.7980502,144.978649,68,Fitzroy
Hurricane Handsome,341,$$ - $$$,restaurant,4.5,"329-331 Bay St, Melbourne, Victoria 3207 Australia",-37.836072,144.9443617,89,Port Melbourne
Yeonga Korean BBQ,344,$$ - $$$,restaurant,4.5,"1-3 Cobden St, Melbourne, Victoria 3051 Australia",-37.8056217,144.9569746,76,North Melbourne
The Crux & Co,331,$$ - $$$,restaurant,4.5,"35 Albert Rd G01, Melbourne, Victoria 3004 Australia",-37.8346504,144.9719727,100,South Melbourne
Phancy Cafe,340,$$ - $$$,restaurant,4.5,"408 Queen St, Melbourne, Victoria 3000 Australia",-37.8090951,144.9582269,93,Melbourne
The Irish Times Pub,353,$$ - $$$,restaurant,4,"427 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8162582,144.960506,270,Melbourne
Ecco,335,$$ - $$$,restaurant,4,"97 Toorak Rd, Melbourne, Victoria 3141 Australia",-37.8385648,144.9897571,157,South Yarra
George Street Cafe,332,$$ - $$$,restaurant,4.5,"65 George St, Melbourne, Victoria 3002 Australia",-37.8157035,144.9881413,66,East Melbourne
Collins Kitchen,357,$$$$,restaurant,4,"123 Collins St, Melbourne, Victoria 3000 Australia",-37.8152145,144.9700836,273,Melbourne
Lemnos Tavern,4,$$ - $$$,restaurant,4.5,"445 High St, Prahran, Stonnington, Victoria 3181 Australia",-37.8529833,145.0032647,113,Prahran
Moroccan Soup Bar,2,$,restaurant,4.5,"183 St Georges Rd, North Fitzroy, Yarra, Victoria 3068 Australia",-37.7848457,144.9822432,218,Fitzroy North
Station Hotel,3,$$ - $$$,restaurant,4,"59 Napier St, Footscray, Maribyrnong, Victoria 3011 Australia",-37.8045755,144.9015749,352,Footscray
"Borsch, Vodka & Tears",5,$$ - $$$,restaurant,4,"173 Chapel St, Windsor, Stonnington, Victoria 3181 Australia",-37.8521156,144.9930842,236,Windsor
Munich Brauhaus,304,$$ - $$$,restaurant,3.5,"45 South Wharf Promenade, Melbourne, Victoria Australia",-37.8241437,144.9500484,1034,South Wharf
Carosello,2,$$ - $$$,restaurant,4.5,"22 Margaret St, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",-37.7658646,144.9197937,88,Moonee Ponds
Lamaro's Hotel,328,$$ - $$$,restaurant,4,"273 Cecil St, Melbourne, Victoria 3205 Australia",-37.8383852,144.9604371,194,South Melbourne
Postmaster Hotel,2,$$ - $$$,restaurant,4,"186 High St, Kew, Boroondara, Victoria 3101 Australia",-37.8067753,145.0314528,185,Kew
La Roche,13,$$ - $$$,restaurant,4.5,"185 Acland St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.8695632,144.980341,325,St Kilda
Mr Huang Jin,227,$$ - $$$,restaurant,4.5,"24 Katherine Pl Plaza Level, Rialto Towers, Melbourne, Victoria 3000 Australia",-37.8197681,144.9564472,96,Melbourne
Andrew's Hamburgers,249,$,restaurant,4.5,"144 Bridport St, Melbourne, Victoria 3206 Australia",-37.8406353,144.9552576,169,Albert Park
Rococo,6,$$ - $$$,restaurant,4,"87-91 Acland St St.Kilda, St Kilda, Port Phillip, Victoria 3182 Australia",-37.867946,144.978887,973,St Kilda
Flora Indian Restaurant,385,$,restaurant,4,"238A Flinders St, Melbourne, Victoria 3000 Australia",-37.817516,144.966498,235,Melbourne
Kiwi Fish & Chips,382,$$ - $$$,restaurant,4.5,"412-422 Victoria Pde Shop 9B, Melbourne, Victoria 3002 Australia",-37.8096207,144.9852731,89,East Melbourne
Mesh - Crown Promenade,378,$$ - $$$,restaurant,4,"8 Whiteman Street, Southbank 8 Whiteman St, Southbank, Melbourne, Victoria 3006 Australia",-37.8239578,144.9594467,432,Southbank
Claypots Evening Star,372,$$ - $$$,restaurant,4.5,"Corner Cecil and York Streets South Melbourne Market, Melbourne, Victoria 3205 Australia",-37.8320111,144.9559391,137,South Melbourne
Radii Restaurant & Bar,384,$$$$,restaurant,4,"1 Parliament Pl, Melbourne, Victoria 3002 Australia",-37.811233,144.9764999,211,East Melbourne
Riverland,375,$$ - $$$,restaurant,4,"Vaults 1-9 Federation Wharf Federation Square, Melbourne, Victoria 3000 Australia",-37.8188223,144.969793,317,Melbourne
Saxe,379,$$ - $$$,restaurant,4.5,"211 Queen St, Melbourne, Victoria 3000 Australia",-37.8138276,144.9599037,52,Melbourne
Little Africa,362,$$ - $$$,restaurant,4.5,"358 Victoria St, Melbourne, Victoria 3051 Australia",-37.805493,144.954298,58,North Melbourne
Plus 5,359,$$ - $$$,restaurant,4,"37 South Wharf Promenade, Melbourne, Victoria 3008 Australia",-37.8241938,144.9511895,233,South Wharf
A25 Pizzeria CBD,363,$$ - $$$,restaurant,4.5,"Taylors College 399 Lonsdale St, Melbourne, Victoria 3000 Australia",-37.8129395,144.9606336,77,Melbourne
Hooks At The Yarra,390,$$ - $$$,restaurant,4.5,"Yarra's Edge 50 River Esp Docklands, Melbourne, Victoria 3008 Australia",-37.8245546,144.9476398,130,Docklands
Dish & Spoon,2,$$ - $$$,restaurant,4.5,"122 Highfield Rd, Camberwell, Victoria 3124 Australia",-37.8378891,145.0844389,72,Camberwell
Khao San Road,5,$$ - $$$,restaurant,4.5,"696 Mt Alexander Rd, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",-37.768646,144.9256996,114,Moonee Ponds
Garden State Hotel,345,$$ - $$$,restaurant,4,"101 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.8153887,144.9711596,299,Melbourne
QT Kitchen,1,$$ - $$$,restaurant,4.5,"12 High St, Glen Iris, Stonnington, Victoria 3146 Australia",-37.8618759,145.0648701,71,Glen Iris
Kri Kri,333,$$ - $$$,restaurant,4,"39-41 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.810815,144.971497,370,Melbourne
Naked in the Sky,20,$$ - $$$,restaurant,4.5,"285 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.7987495,144.977983,130,Fitzroy
Bahari the Hellenic Palate,9,$$ - $$$,restaurant,4.5,"179 Swan St, Richmond, Yarra, Victoria 3121 Australia",-37.8255411,144.997569,147,Richmond
Saint & Rogue,330,$$ - $$$,restaurant,4,"582 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8174212,144.9553607,127,Melbourne
Little Vietnam 504,1,$$ - $$$,restaurant,4.5,"504 Hampton St, Hampton, Bayside, Victoria 3188 Australia",-37.9348987,145.0032462,145,Hampton
Mr. Miyagi,2,$$ - $$$,restaurant,4,"99 Chapel St, Windsor, Stonnington, Victoria 3181 Australia",-37.854239,144.992821,401,Windsor
The Crafty Squire,299,$$ - $$$,restaurant,4,"127 Russell St, Melbourne, Victoria 3000 Australia",-37.8137225,144.9682952,363,Melbourne
Abla's,316,$$ - $$$,restaurant,4,"109 Elgin St, Melbourne, Victoria 3053 Australia",-37.7977139,144.9710972,204,Carlton
Spring Street Grocer Cafe,305,$$ - $$$,restaurant,4.5,"157 Spring St, Melbourne, Victoria 3000 Australia",-37.8110352,144.9724451,96,Melbourne
Franco-Belge,377,$$ - $$$,restaurant,4.5,"9 Evans Place, Hawthorn East, Melbourne, Victoria 3123 Australia",-37.8300862,145.0557944,74,Hawthorn East
Left Bank Melbourne,368,$$ - $$$,restaurant,3.5,"1 Southbank Boulevard, Melbourne, Victoria 3006 Australia",-37.8217068,144.9621854,841,Southbank
French Saloon,370,$$$$,restaurant,4.5,"46 Hardware Lane First Floor, Melbourne, Victoria 3000 Australia",-37.8136215,144.9612837,92,Melbourne
The Moat,365,$$ - $$$,restaurant,4,"176 Little Lonsdale St, Melbourne, Victoria 3000 Australia",-37.8101615,144.9653769,123,Melbourne
The League of Honest Coffee,386,$$ - $$$,restaurant,4.5,"8 Exploration Lane, Melbourne, Victoria 3000 Australia",-37.8086754,144.9686316,94,Melbourne
The Louden Kitchen & Grill,387,$$ - $$$,restaurant,4,"265 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.81282,144.9647544,157,Melbourne
Hot Poppy,364,$$ - $$$,restaurant,4.5,"9 Errol St, Melbourne, Victoria 3051 Australia",-37.8047964,144.9491014,74,North Melbourne
The Essence,369,$$ - $$$,restaurant,4,"Corner Exhibition & Lonsdale Streets Melbourne Marriott Hotel, Melbourne, Victoria 3000 Australia",-37.809947,144.9694324,240,Melbourne
Bratwurst Shop & Co,388,$,restaurant,4.5,"Therry St. Queen Victoria Market Shop 99-100, Melbourne, Victoria 3000 Australia",-37.8074336,144.9577918,73,Melbourne
Rocket Burger & Fries,321,$,restaurant,4.5,"Cnr Flinders & Elizabeth Streets 26 Elizabeth St, Melbourne, Victoria 3000 Australia",-37.81739,144.964902,131,Melbourne
Chiba Japanese Restaurant,4,$$ - $$$,restaurant,4.5,"41 Hall St, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",-37.7662302,144.9217422,185,Moonee Ponds
Dock 37 Bar and Kitchen,337,$$ - $$$,restaurant,4,"2 Convention Centre Pl South Wharf, Melbourne, Victoria 3006 Australia",-37.8247906,144.9511172,177,South Wharf
Salona Restaurant,351,$$ - $$$,restaurant,4.5,"260A Swan Street, Richmond, Melbourne, Victoria 3121 Australia",-37.8259347,144.9990046,126,Richmond
Shakahari too,355,$$ - $$$,restaurant,4.5,"225 Clarendon St, Melbourne, Victoria 3205 Australia",-37.8311978,144.9600442,89,South Melbourne
Aix Cafe,358,$,restaurant,4.5,"24 Centre Pl, Melbourne, Victoria 3000 Australia",-37.8164476,144.9655061,85,Melbourne
Cochin Wine Bar & Restaurant,10,$$ - $$$,restaurant,4.5,"256 Swan St, Richmond, Yarra, Victoria 3121 Australia",-37.8259308,144.9988142,118,Richmond
Cafe Issus,339,$$ - $$$,restaurant,4,"8-10 Centre Pl, Melbourne, Victoria 3000 Australia",-37.8167121,144.9656432,264,Melbourne
The Tippler & Co,336,$$ - $$$,restaurant,4.5,"58 Wellington Pde, Melbourne, Victoria 3002 Australia",-37.8165595,144.9882328,121,East Melbourne
Philhellene,3,$$ - $$$,restaurant,4,"551-553 Mount Alexander Rd, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",-37.7693864,144.9254166,187,Moonee Ponds
Pretty Boy Italian Steakhouse,348,$$ - $$$,restaurant,4.5,"399 Little Lonsdale Street Level 1, Melbourne, Victoria 3000 Australia",-37.8119675,144.9600506,73,Melbourne
Elephant and Wheelbarrow,327,$$ - $$$,restaurant,3.5,"94-96 Bourke St, Melbourne, Victoria 3000 Australia",-37.8119053,144.9702831,582,Melbourne
Plain Sailing,1,$$ - $$$,restaurant,4.5,"144 Ormond Rd, Elwood, Port Phillip, Victoria 3184 Australia",-37.8864283,144.9888753,85,Elwood
Little Tommy Tucker Cafe,4,$$ - $$$,restaurant,4.5,"432 Centre Rd, Bentleigh, Glen Eira, Victoria 3204 Australia",-37.9185909,145.0380118,153,Bentleigh
Lentil As Anything St Kilda,14,$,restaurant,4.5,"41 Blessington St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.870424,144.981019,219,St Kilda
Yassas - The Greek Way,392,$$ - $$$,restaurant,4,"4-9/3 Southgate Ave Southgate Plaza, Melbourne, Victoria 3006 Australia",-37.8201046,144.9662172,399,Southbank
Locanda Restaurant & Public Bar,317,$$ - $$$,restaurant,4,"186 Exhibition St, Melbourne, Victoria 3000 Australia",-37.8112832,144.9707745,369,Melbourne
Pud Thai vs Pho,347,$,restaurant,4.5,"60 Siddeley St, Melbourne, Victoria 3008 Australia",-37.822633,144.9525221,103,Docklands
Sake Restaurant & Bar,389,$$ - $$$,restaurant,4,"121 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.8156645,144.9704982,181,Melbourne
Swaad India's Zest,3,$$ - $$$,restaurant,4.5,"Shop 9 271-275 Centre Rd, Bentleigh, Glen Eira, Victoria 3204 Australia",-37.91759,145.032872,81,Bentleigh
Cafe Keyif,343,$$ - $$$,restaurant,4.5,"U 1 550 Flinders St Entry Through Downie Street, Melbourne, Victoria 3000 Australia",-37.8203662,144.9559713,138,Melbourne
Half Moon Cafe,1,$,restaurant,5,"13 Victoria St Shop 13, Coburg, Moreland, Victoria 3058 Australia",-37.7432229,144.9657655,65,Coburg
Brighton Soul,5,$,restaurant,4.5,"129 Church Street, Brighton, Bayside, Victoria 3186 Australia",-37.9154701,144.9964167,131,Brighton
Bistro La Provence,6,$$ - $$$,restaurant,4.5,"234 Esplanade, Brighton, Bayside, Victoria 3186 Australia",-37.909576,144.986605,146,Brighton
Avatar Indian Cuisine,1,$$ - $$$,restaurant,4.5,"291 Whitehorse Rd Opposite Balwyn Park, Balwyn, Boroondara, Victoria 3103 Australia",-37.8124209,145.0788466,88,Balwyn
Paper Plate Restaurant,12,$$ - $$$,restaurant,4.5,"318 Bridge Rd, Richmond, Yarra, Victoria 3121 Australia",-37.8190496,145.0018873,65,Richmond
Jim's Greek Tavern,5,$$ - $$$,restaurant,4,"32 Johnston St, Collingwood, Yarra, Victoria 3066 Australia",-37.7988778,144.9857833,457,Collingwood
Archie's All Day,18,$$ - $$$,restaurant,4.5,"189 Gertrude St, Fitzroy, Yarra, Victoria 3065 Australia",-37.8058349,144.9809637,162,Fitzroy
Sapa Hills Restaurant,2,$$ - $$$,restaurant,4.5,"112 Hopkins St, Footscray, Maribyrnong, Victoria 3011 Australia",-37.7997875,144.9016249,196,Footscray
Ginza Teppanyaki,380,$$ - $$$,restaurant,4,"139 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.8117462,144.9684227,229,Melbourne
American Doughnut Kitchen,374,$,restaurant,4.5,"Queen St, Melbourne, Victoria 3000 Australia",-37.8127603,144.9597505,100,Melbourne
Sir Charles,14,$$ - $$$,restaurant,4.5,"121 Johnston St, Fitzroy, Yarra, Victoria 3065 Australia",-37.7980866,144.9789318,133,Fitzroy
Eliana Lulu,287,$$ - $$$,restaurant,4,"7-9 Centre Pl, Melbourne, Victoria 3000 Australia",-37.8165973,144.9655393,166,Melbourne
Mediterraneo Charcoal Restaurant,3,$$ - $$$,restaurant,4.5,"116 Bridport St, Albert Park, Port Phillip, Victoria 3206 Australia",-37.840346,144.956354,171,Albert Park
Dumplings Plus,381,$,restaurant,4,"269 Swanston St, Melbourne, Victoria 3000 Australia",-37.8119386,144.9646576,264,Melbourne
Curry Vault Indian Restaurant and Bar,334,$$ - $$$,restaurant,4,"18-20 Bank Pl, Melbourne, Victoria 3000 Australia",-37.8164609,144.960423,300,Melbourne
The Point Restaurant,4,$$$$,restaurant,4.5,"Aquatic Drive Albert Park Lake, Albert Park, Port Phillip, Victoria 3206 Australia",-37.8402927,144.9665827,242,Albert Park
Massi,320,$$ - $$$,restaurant,4.5,"445 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8164214,144.9598979,83,Melbourne
Shark Fin Inn,406,$$ - $$$,restaurant,3.5,"50 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.8106944,144.9709994,586,Melbourne
The Crane Restaurant,416,$$ - $$$,restaurant,4,"212 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.8120431,144.9662818,194,Melbourne
Daughter in Law,404,$$ - $$$,restaurant,4,"37 Little Bourke St Ground Floor, Melbourne, Victoria 3000 Australia",-37.8108022,144.971503,113,Melbourne
Little Cupcakes,398,$,restaurant,4.5,"Shop 6/181 William St, Goldsborough Lane, Melbourne, Victoria 3000 Australia",-37.8151891,144.9575872,127,Melbourne
Hawker Boys,399,$,restaurant,4.5,"85 Hardware Lane, Melbourne, Victoria 3000 Australia",-37.8129421,144.9608214,70,Melbourne
Carlton Curry House,400,$$ - $$$,restaurant,4.5,"108 Lygon St, Melbourne, Victoria 3053 Australia",-37.8045283,144.9665899,204,Carlton
Anchovy,11,$$ - $$$,restaurant,4.5,"338 Bridge Rd, Richmond, Yarra, Victoria 3121 Australia",-37.819114,145.0026469,93,Richmond
Sons of Mary,2,$$ - $$$,restaurant,4.5,"14 Spink St, Brighton, Bayside, Victoria 3186 Australia",-37.8979181,145.0043784,233,Brighton
Atrium Bar On 35,421,$$$$,restaurant,4.5,"25 Collins St, Melbourne, Victoria 3000 Australia",-37.8139461,144.9734456,83,Melbourne
Sakura Kaiten,361,$$ - $$$,restaurant,4.5,"60 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8125766,144.9722299,132,Melbourne
The Hardware Club,218,$$ - $$$,restaurant,5,"43 Hardware Lane, Melbourne, Victoria 3000 Australia",-37.8135355,144.961148,57,Melbourne
Cornish Arms Hotel,4,$$ - $$$,restaurant,4,"163A Sydney Rd, Brunswick, Moreland, Victoria 3056 Australia",-37.773417,144.96087,184,Brunswick
D.O.C,356,$$ - $$$,restaurant,4,"326 Lygon St Carlton, Melbourne, Victoria 3053 Australia",-37.799338,144.967471,262,Carlton
Cafe Cavallino,410,$$ - $$$,restaurant,4,"181-183 Lygon Street, Melbourne, Victoria Australia",-37.8014047,144.9666468,260,Carlton
Jungle Juice Bar,393,$,restaurant,4.5,"20 Centre Pl, Melbourne, Victoria 3000 Australia",-37.816712,144.965643,78,Melbourne
Three Bags Full Cafe,2,$$ - $$$,restaurant,4.5,"Corner of Nicholson St and Mollison St,, Abbotsford, Yarra, Victoria 3067 Australia",-37.8072201,144.996426,230,Abbotsford
Chinta Ria Soul,18,$$ - $$$,restaurant,4,"94 Acland St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.8677208,144.9792653,247,St Kilda
Atta Restaurant,2,$$ - $$$,restaurant,4.5,"159-161 Victoria Ave Melbourne, Albert Park, Port Phillip, Victoria 3206 Australia",-37.8467327,144.9495491,102,Albert Park
Park Street Pasta & Wine,443,$$ - $$$,restaurant,4.5,"268 Park St South Melbourne, Melbourne, Victoria 3205 Australia",-37.8354504,144.9600758,91,South Melbourne
The Pancake Parlour,411,$$ - $$$,restaurant,4,"Centrepoint Arcade, Bourke Street Mall Centrepoint Arcade, Bourke Street Mall, Down the Escalators, Between Sportsgirl and Jetty Surf, Melbourne, Victoria 3000 Australia",-37.8137685,144.9644379,323,Melbourne
Bella Cosi,446,$$ - $$$,restaurant,4.5,"71 Beach St, Melbourne, Victoria 3207 Australia",-37.841809,144.9361572,71,Port Melbourne
At Ease - Easy Thai,437,$,restaurant,4.5,"195 Lonsdale St, Melbourne, Victoria 3000 Australia",-37.8112475,144.966626,75,Melbourne
Lolo and Wren,436,$$ - $$$,restaurant,4.5,"484 Albion St West Brunswick, Melbourne, Victoria Australia",-37.7581897,144.939775,84,Brunswick West
Thai city,438,$$ - $$$,restaurant,4.5,"124 Lygon Street Carlton, Melbourne, Victoria 3000 Australia",-37.804155,144.96665,72,Carlton
Tokui Sushi,429,$,restaurant,5,"260 Lonsdale St, Melbourne, Victoria 3000 Australia",-37.8114983,144.9643991,50,Melbourne
